timestamp,open,high,low,close,volume
1777446000,0.00003486237930523772,0.00005392249643976495,0.000014546796545764785,0.000026119201915206863,106094.35978442732
1777449600,0.000026119201915206863,0.00003687256941126344,0.00001764409479038023,0.00003134151532061078,21755.205185634386
1777453200,0.00003134151532061078,0.00011905349114629342,0.00002465930280722071,0.00011682241020650303,37454.39996264735
1777456800,0.00011682241020650303,0.00012433105939362482,0.00003399838454765398,0.000046067982735091706,60134.87436535654
1777460400,0.000046067982735091706,0.00005507259168567601,0.000032994642825233456,0.00003805945279400801,10950.471780044665
1777464000,0.00003805945279400801,0.00004868907014842785,0.00003289044635258373,0.00003621350142320672,6335.269775929872
1777467600,0.00003621350142320672,0.00005474251284291929,0.00003333309772691431,0.000038117072449994986,13501.587604144213
1777471200,0.000038117072449994986,0.00006871740537401945,0.000038117072449994986,0.00006860685021181514,14380.545739992262
1777474800,0.00006860685021181514,0.00017072510859674422,0.00006232238911805222,0.00011715910350940093,99493.89501483952
1777478400,0.00011715910350940093,0.00021214150307614197,0.00006895340824078119,0.00008568952835981467,176517.21852759962
1777482000,0.00008568952835981467,0.00009645543538936825,0.00006733184226010497,0.000083862093592825,23911.470463265654
1777485600,0.000083862093592825,0.000083862093592825,0.000019471103674608822,0.000033315884625533025,37392.37277958702
1777489200,0.000033315884625533025,0.00005844308815676285,0.00002960550781715881,0.00004462805522920025,17199.813188987922
1777492800,0.00004462805522920025,0.00013288295816903177,0.00004462805522920025,0.00008542390083948225,37085.023034353246
1777496400,0.00008542390083948225,0.0000877420684862816,0.000058882931792492045,0.00006536455419666322,8409.71281863341
1777500000,0.00006536455419666322,0.00009475139008631517,0.000053636635928207675,0.00007489708763888614,11863.850180978927
1777503600,0.00007489708763888614,0.00007822556011515496,0.00005794322410596751,0.00006242579474937418,6789.32976139374
1777507200,0.00006242579474937418,0.00006242579474937418,0.00005001316362634643,0.00005557089116716748,6783.425228360705
1777510800,0.00005557089116716748,0.00006478652019953223,0.000051190531969407824,0.00005182493693829141,2936.9342501473016
1777514400,0.00005182493693829141,0.00005248570807544405,0.00003977079913082247,0.00004229645171512439,2634.6216189416887
1777518000,0.00004229645171512439,0.00005780397401896764,0.00003859311941709361,0.00004002050622179232,6006.477147242744
1777521600,0.00004002050622179232,0.00004702852600761208,0.000035362392300800756,0.000044597999350599235,4592.293225247591
1777525200,0.000044597999350599235,0.00005303011622084717,0.0000384219240191942,0.00004180188956244747,7464.605897734606
