timestamp,unix,open,high,low,close,volume
2026-02-26T00:00:00.000Z,1772064000,0.00003409597968911996,0.0001774598776784747,0.000020393533321798524,0.00006888263817681911,787673.4520505266
2026-02-27T00:00:00.000Z,1772150400,0.00006888263817681911,0.0004180799625806705,0.000020326335210623756,0.000022198784314364228,1287531.6376416704
2026-02-28T00:00:00.000Z,1772236800,0.000022198784314364228,0.000023974265538337647,0.000009034062500129834,0.000009957745038443994,35993.37999509013
2026-03-01T00:00:00.000Z,1772323200,0.000009957745038443994,0.00001091769229845855,0.000005985932299640601,0.000007688742717539715,4469.861818785844
2026-03-02T00:00:00.000Z,1772409600,0.000007688742717539715,0.00000785232202139715,0.000006757576416504326,0.000007497079734781128,605.1074385138252
2026-03-03T00:00:00.000Z,1772496000,0.000007497079734781128,0.000007497079734781128,0.000005277034000225586,0.000005354752363176953,570.1141431194128
2026-03-04T00:00:00.000Z,1772582400,0.000005354752363176953,0.000005394544100868636,0.000005124095598957316,0.000005162828677859806,235.80821260782156
2026-03-05T00:00:00.000Z,1772668800,0.000005162828677859806,0.000005252546343256887,0.000004487519092041895,0.00000464152151078196,198.37760588717924
2026-03-06T00:00:00.000Z,1772755200,0.00000464152151078196,0.000004706732498027498,0.000004104292090345986,0.000004121029869117858,251.40268066010356
2026-03-07T00:00:00.000Z,1772841600,0.000004121029869117858,0.000004121029869117858,0.000003640412910746054,0.000003640412910746054,265.02780925454016
2026-03-08T00:00:00.000Z,1772928000,0.000003640412910746054,0.000003640412910746054,0.0000034783558292500905,0.0000034783558292500905,24.48797037936975
2026-03-09T00:00:00.000Z,1773014400,0.0000034783558292500905,0.000003508718927736062,0.0000034783558292500905,0.000003508718927736062,0.4166957339906358
